date,sessions,website_visitors,active_customers,orders,units_sold,gross_revenue,net_revenue,conversion_rate,average_order_value,lost_sales_units,expected_refund_rate,expected_checkout_failure_rate,day_of_week,month,quarter,is_weekend,incident_flag,incident_type
2026-02-28,23516,23516,15413,892,1631,77156.18,72963.49,0.0386,86.5,0,0.0301,0.0144,5,2,1,True,False,normal
2026-03-01,22217,22217,14111,998,1621,77444.33,74191.31,0.0447,77.6,0,0.0317,0.0199,6,3,1,True,False,normal
2026-03-02,17429,17429,10997,586,1073,49690.44,48293.97,0.0352,84.8,0,0.0304,0.019,0,3,1,False,False,normal
2026-03-03,17783,17783,11177,741,1337,53923.46,53626.21,0.0436,72.77,0,0.0333,0.0203,1,3,1,False,False,normal
2026-03-04,19661,19661,11947,822,1587,73425.2,71254.47,0.0416,89.33,0,0.0367,0.0206,2,3,1,False,False,normal
2026-03-05,21321,21321,12549,1006,1829,93008.54,88904.61,0.0469,92.45,0,0.0355,0.0159,3,3,1,False,False,normal
2026-03-06,22331,22331,13289,934,1753,77508.79,75636.75,0.0415,82.99,0,0.0429,0.0131,4,3,1,False,False,normal
2026-03-07,24826,24826,15145,1122,2028,95831.16,92037.03,0.045,85.41,0,0.0262,0.0164,5,3,1,True,False,normal
2026-03-08,22079,22079,13875,883,1649,82189.73,79410.86,0.0418,93.08,0,0.0369,0.0207,6,3,1,True,False,normal
2026-03-09,17329,17329,11459,772,1232,60504.59,58848.77,0.0433,78.37,0,0.035,0.0164,0,3,1,False,False,normal
2026-03-10,17718,17718,11039,824,1430,66522.64,63140.24,0.0452,80.73,0,0.0383,0.0159,1,3,1,False,False,normal
2026-03-11,19699,19699,12558,815,1422,70697.47,68683.17,0.0416,86.75,0,0.0379,0.0125,2,3,1,False,False,normal
2026-03-12,21632,21632,14262,965,1661,80926.98,77659.75,0.046,83.86,0,0.0343,0.0233,3,3,1,False,False,normal
2026-03-13,22139,22139,13642,855,1542,73858.09,71882.44,0.04,86.38,0,0.0357,0.0205,4,3,1,False,False,normal
2026-03-14,24727,24727,15615,1060,1936,85912.34,81413.49,0.0439,81.05,0,0.032,0.0203,5,3,1,True,False,normal
2026-03-15,22023,22023,13683,1032,1855,92032.44,88903.62,0.0458,89.18,0,0.0375,0.0209,6,3,1,True,False,normal
2026-03-16,17477,17477,11504,783,1354,68261.33,65993.7,0.045,87.18,0,0.0275,0.0197,0,3,1,False,False,normal
2026-03-17,17953,17953,11267,874,1452,79551.96,77612.67,0.0487,91.02,0,0.0381,0.0173,1,3,1,False,False,normal
2026-03-18,19948,19948,11687,766,1441,68252.28,65828.0,0.0407,89.1,0,0.0349,0.0175,2,3,1,False,False,normal
2026-03-19,21921,21921,13725,835,1496,74429.22,73155.98,0.0389,89.14,0,0.0331,0.0167,3,3,1,False,False,normal
2026-03-20,22530,22530,14802,885,1441,70840.1,68908.82,0.04,80.05,0,0.0341,0.0259,4,3,1,False,False,normal
2026-03-21,24832,24832,15313,1078,1861,97784.58,94303.25,0.045,90.71,0,0.0344,0.0197,5,3,1,True,False,normal
2026-03-22,22040,22040,13930,1006,1550,86697.32,83961.3,0.0445,86.18,0,0.0402,0.0166,6,3,1,True,False,normal
2026-03-23,17477,17477,11130,678,1189,59042.75,56966.96,0.0433,87.08,0,0.0479,0.0194,0,3,1,False,False,normal
2026-03-24,18180,18180,10759,715,1234,67042.3,64817.0,0.0396,93.77,0,0.0399,0.015,1,3,1,False,False,normal
2026-03-25,20271,20271,12858,862,1449,72445.16,67895.71,0.0453,84.04,0,0.0327,0.0225,2,3,1,False,False,normal
2026-03-26,22022,22022,12834,875,1698,83502.57,79436.2,0.0393,95.43,0,0.0375,0.016,3,3,1,False,False,normal
2026-03-27,22476,22476,13718,1021,1645,97959.45,95581.93,0.0465,95.94,0,0.0377,0.0195,4,3,1,False,False,normal
2026-03-28,24913,24913,16189,1273,2336,117294.62,112430.23,0.0516,92.14,0,0.0313,0.0212,5,3,1,True,False,normal
2026-03-29,22410,22410,14016,965,1942,79715.36,78165.68,0.0441,82.61,0,0.03,0.0192,6,3,1,True,False,normal
2026-03-30,17830,17830,10846,759,1426,57665.32,56332.76,0.0447,75.98,0,0.0347,0.0183,0,3,1,False,False,normal
2026-03-31,17892,17892,11287,684,1194,64250.58,61104.76,0.0415,93.93,0,0.0382,0.018,1,3,1,False,False,normal
2026-04-01,20559,20559,12718,697,1125,60368.99,56749.82,0.0376,86.61,0,0.0286,0.0178,2,4,2,False,False,normal
2026-04-02,22350,22350,13972,873,1385,71499.93,68663.15,0.0412,81.9,0,0.0321,0.0163,3,4,2,False,False,normal
2026-04-03,23105,23105,14628,910,1548,84133.68,82970.4,0.0397,92.45,0,0.0373,0.0167,4,4,2,False,False,normal
2026-04-04,25447,25447,15481,985,1643,80042.5,76407.55,0.0387,81.26,0,0.0352,0.0224,5,4,2,True,False,normal
2026-04-05,22872,22872,14228,1057,1758,88436.17,84085.36,0.0482,83.67,0,0.0407,0.0177,6,4,2,True,False,normal
2026-04-06,18054,18054,10911,780,1334,69331.78,66348.87,0.0438,88.89,0,0.0294,0.0156,0,4,2,False,False,normal
2026-04-07,18510,18510,10651,836,1453,66775.65,64964.28,0.0441,79.88,0,0.0444,0.0165,1,4,2,False,False,normal
2026-04-08,20413,20413,12176,845,1528,72161.19,69848.71,0.0421,85.4,0,0.0288,0.0213,2,4,2,False,False,normal
2026-04-09,22394,22394,15012,912,1461,83895.11,81045.12,0.0425,91.99,0,0.0269,0.02,3,4,2,False,False,normal
2026-04-10,22674,22674,14397,995,1660,86725.3,85053.16,0.0459,87.16,0,0.0348,0.0197,4,4,2,False,False,normal
2026-04-11,25562,25562,15062,1021,1767,94810.92,92473.3,0.0429,92.86,0,0.0305,0.0172,5,4,2,True,False,normal
2026-04-12,22842,22842,13252,988,1706,91128.0,87079.32,0.0446,92.23,0,0.0348,0.0197,6,4,2,True,False,normal
2026-04-13,18330,18330,11194,731,1440,62897.11,59551.86,0.0424,86.04,0,0.0347,0.0161,0,4,2,False,False,normal
2026-04-14,18045,18045,12040,365,649,22994.24,22240.78,0.0246,63.0,0,0.0545,0.1405,1,4,2,False,True,failed_deployment
2026-04-15,19764,19764,12111,353,549,24628.19,22722.4,0.0214,69.77,0,0.0519,0.1442,2,4,2,False,True,failed_deployment
2026-04-16,21646,21646,14123,405,729,32419.58,28252.91,0.0197,80.05,0,0.057,0.1439,3,4,2,False,True,failed_deployment
2026-04-17,22461,22461,14048,493,895,33190.54,28837.0,0.0248,67.32,0,0.054,0.1383,4,4,2,False,True,failed_deployment
2026-04-18,24737,24737,15675,549,953,40655.2,36106.15,0.0258,74.05,0,0.0597,0.1387,5,4,2,True,True,failed_deployment
2026-04-19,23488,23488,13689,948,1521,83292.84,79260.17,0.0391,87.86,0,0.0343,0.0183,6,4,2,True,False,normal
2026-04-20,18175,18175,11569,764,1498,71879.14,67696.95,0.0429,94.08,0,0.0311,0.0232,0,4,2,False,False,normal
2026-04-21,18732,18732,11529,807,1309,66849.78,63916.79,0.0432,82.84,0,0.0282,0.0123,1,4,2,False,False,normal
2026-04-22,20924,20924,13308,760,1390,62670.22,59646.78,0.0365,82.46,0,0.0343,0.0188,2,4,2,False,False,normal
2026-04-23,22674,22674,13342,909,1613,77911.8,75140.88,0.0403,85.71,0,0.0299,0.0139,3,4,2,False,False,normal
2026-04-24,23381,23381,14715,984,1793,86523.14,85570.31,0.0442,87.93,0,0.0296,0.0161,4,4,2,False,False,normal
2026-04-25,25826,25826,16352,1096,2142,93326.2,89609.38,0.0442,85.15,0,0.0371,0.0169,5,4,2,True,False,normal
2026-04-26,23330,23330,14442,908,1650,83328.05,80844.89,0.0395,91.77,0,0.0279,0.0167,6,4,2,True,False,normal
2026-04-27,18281,18281,11597,798,1343,65120.56,62957.28,0.0435,81.6,0,0.0406,0.0164,0,4,2,False,False,normal
2026-04-28,19130,19130,11646,852,1604,73835.07,70978.22,0.0461,86.66,0,0.0356,0.018,1,4,2,False,False,normal
2026-04-29,20977,20977,12577,914,1530,80842.08,78406.93,0.0453,88.45,0,0.0348,0.0164,2,4,2,False,False,normal
2026-04-30,22828,22828,15148,952,1685,79776.38,77580.99,0.0427,83.8,0,0.0309,0.0136,3,4,2,False,False,normal
2026-05-01,22988,22988,14717,894,1426,81012.85,78046.17,0.0416,90.62,0,0.0381,0.0203,4,5,2,False,False,normal
2026-05-02,25605,25605,15291,995,1618,86385.18,85990.84,0.0411,86.82,0,0.035,0.0203,5,5,2,True,False,normal
2026-05-03,23219,23219,14661,963,1691,86996.12,85055.58,0.0444,90.34,0,0.0323,0.0205,6,5,2,True,False,normal
2026-05-04,18197,18197,10981,758,1360,65997.22,62606.93,0.0436,87.07,0,0.0358,0.0134,0,5,2,False,False,normal
2026-05-05,18982,18982,11011,814,1258,71689.16,70014.3,0.0449,88.07,0,0.0283,0.0189,1,5,2,False,False,normal
2026-05-06,20913,20913,13659,850,1538,70143.57,67395.22,0.0434,82.52,0,0.0285,0.02,2,5,2,False,False,normal
2026-05-07,22560,22560,12997,1048,1731,86492.23,84276.49,0.0455,82.53,0,0.0305,0.0149,3,5,2,False,False,normal
2026-05-08,23037,23037,14705,957,1822,88746.61,84209.97,0.0433,92.73,0,0.0364,0.018,4,5,2,False,False,normal
2026-05-09,25675,25675,15964,1121,1914,100324.24,95761.81,0.0454,89.5,0,0.035,0.0177,5,5,2,True,False,normal
2026-05-10,23374,23374,14266,1034,1670,83106.4,80175.68,0.0456,80.37,0,0.0392,0.0235,6,5,2,True,False,normal
2026-05-11,18257,18257,11386,767,1349,66724.97,65582.93,0.0406,86.99,0,0.0313,0.0238,0,5,2,False,False,normal
2026-05-12,18832,18832,11896,705,1156,51425.68,49985.09,0.0376,72.94,0,0.0373,0.013,1,5,2,False,False,normal
2026-05-13,20973,20973,12459,992,1887,82180.58,80153.11,0.0476,82.84,0,0.0345,0.0255,2,5,2,False,False,normal
2026-05-14,23050,23050,14524,930,1628,84895.66,82599.68,0.0438,91.29,0,0.0312,0.0153,3,5,2,False,False,normal
2026-05-15,23357,23357,14693,872,1510,74391.8,71837.31,0.0379,85.31,0,0.0365,0.0209,4,5,2,False,False,normal
2026-05-16,26018,26018,15262,1018,1854,88208.19,84665.69,0.0409,86.65,0,0.0347,0.0209,5,5,2,True,False,normal
2026-05-17,23224,23224,14198,1056,1721,73296.86,71688.27,0.0453,69.41,0,0.0325,0.015,6,5,2,True,False,normal
2026-05-18,18523,18523,12115,757,1208,63468.85,62210.41,0.0422,83.84,0,0.0352,0.0195,0,5,2,False,False,normal
2026-05-19,18733,18733,12436,791,1423,69497.65,67041.28,0.0415,87.86,0,0.0345,0.0177,1,5,2,False,False,normal
2026-05-20,20496,20496,13129,826,1337,73149.81,63240.46,0.0418,88.56,68,0.0398,0.0197,2,5,2,False,True,inventory_shortage
2026-05-21,22668,22668,13253,724,1171,66096.1,57956.49,0.0345,91.29,76,0.0387,0.0187,3,5,2,False,True,inventory_shortage
2026-05-22,22965,22965,14499,775,1434,65753.78,56007.91,0.0352,84.84,93,0.0352,0.0216,4,5,2,False,True,inventory_shortage
2026-05-23,25706,25706,16541,967,1753,82280.96,69512.53,0.0382,85.09,128,0.0407,0.0182,5,5,2,True,True,inventory_shortage
2026-05-24,23069,23069,14688,868,1388,68288.47,59383.56,0.0388,78.67,76,0.0372,0.0175,6,5,2,True,True,inventory_shortage
2026-05-25,18065,18065,11564,685,1148,58139.47,47213.13,0.0391,84.88,119,0.0363,0.0213,0,5,2,False,True,inventory_shortage
2026-05-26,18511,18511,11718,769,1262,60798.17,49559.33,0.0403,79.06,112,0.0394,0.0197,1,5,2,False,True,inventory_shortage
2026-05-27,20693,20693,12722,807,1584,61200.23,52588.52,0.0382,75.84,87,0.0433,0.0202,2,5,2,False,True,inventory_shortage
2026-05-28,22309,22309,13488,876,1628,70107.61,60547.55,0.0391,80.03,86,0.0411,0.016,3,5,2,False,True,inventory_shortage
2026-05-29,23111,23111,13212,836,1421,78832.93,67629.57,0.0368,94.3,130,0.0383,0.0149,4,5,2,False,True,inventory_shortage
2026-05-30,25906,25906,16426,999,1817,84427.4,74680.27,0.0378,84.51,114,0.0381,0.0163,5,5,2,True,True,inventory_shortage
2026-05-31,23560,23560,14762,987,1567,86075.6,82278.34,0.0433,87.21,0,0.0375,0.0161,6,5,2,True,False,normal
2026-06-01,18388,18388,11691,781,1304,64960.28,64002.04,0.0436,83.18,0,0.0254,0.0204,0,6,2,False,False,normal
2026-06-02,18882,18882,11021,801,1412,60997.73,58960.73,0.0453,76.15,0,0.0382,0.0209,1,6,2,False,False,normal
2026-06-03,20655,20655,12735,950,1714,86591.19,85453.55,0.0447,91.15,0,0.0275,0.0175,2,6,2,False,False,normal
2026-06-04,22549,22549,15285,947,1646,70128.11,67572.43,0.0431,74.05,0,0.0293,0.0223,3,6,2,False,False,normal
2026-06-05,23161,23161,14414,962,1712,79796.59,77347.1,0.0406,82.95,0,0.0329,0.0221,4,6,2,False,False,normal
2026-06-06,25745,25745,15801,1126,1981,96497.77,92188.56,0.0432,85.7,0,0.0437,0.0187,5,6,2,True,False,normal
2026-06-07,23098,23098,14380,962,1665,83951.52,80505.49,0.0429,87.27,0,0.0417,0.0155,6,6,2,True,False,normal
2026-06-08,18458,18458,12471,825,1414,67653.64,64253.64,0.0436,82.0,0,0.0378,0.0227,0,6,2,False,False,normal
2026-06-09,18625,18625,10947,906,1539,68757.44,66799.98,0.0496,75.89,0,0.0364,0.0178,1,6,2,False,False,normal
2026-06-10,20668,20668,12886,870,1547,70986.77,69428.09,0.0414,81.59,0,0.0276,0.0184,2,6,2,False,False,normal
2026-06-11,22750,22750,13777,969,1744,79343.49,77737.68,0.0443,81.88,0,0.0356,0.017,3,6,2,False,False,normal
2026-06-12,23105,23105,13983,1008,1788,82401.97,79689.4,0.0462,81.75,0,0.0328,0.0153,4,6,2,False,False,normal
2026-06-13,25890,25890,15848,1111,1787,101473.54,97862.2,0.0433,91.34,0,0.0317,0.0136,5,6,2,True,False,normal
2026-06-14,23568,23568,15322,1167,1902,92572.49,90024.96,0.05,79.33,0,0.0356,0.0199,6,6,2,True,False,normal
2026-06-15,18344,18344,12215,719,1293,63024.22,60182.65,0.0419,87.66,0,0.0331,0.0156,0,6,2,False,False,normal
2026-06-16,18876,18876,11682,807,1555,70104.6,68437.91,0.044,86.87,0,0.0385,0.0272,1,6,2,False,False,normal
2026-06-17,20970,20970,12677,841,1487,76768.58,75704.87,0.0406,91.28,0,0.0273,0.0147,2,6,2,False,False,normal
2026-06-18,23090,23090,15603,919,1563,78361.08,76789.35,0.0419,85.27,0,0.0353,0.0142,3,6,2,False,False,normal
2026-06-19,22907,22907,13962,1021,1814,92248.6,89702.07,0.0437,90.35,0,0.0315,0.0195,4,6,2,False,False,normal
2026-06-20,26111,26111,15764,1175,1896,99937.03,96140.81,0.0455,85.05,0,0.0334,0.0226,5,6,2,True,False,normal
2026-06-21,23393,23393,13467,1045,1993,92366.67,89125.02,0.044,88.39,0,0.0362,0.0182,6,6,2,True,False,normal
2026-06-22,18547,18547,12096,824,1460,64052.67,61622.91,0.0436,77.73,0,0.0385,0.0197,0,6,2,False,True,shipping_disruption
2026-06-23,18963,18963,12218,736,1229,52616.25,49521.87,0.0395,71.49,0,0.0437,0.0125,1,6,2,False,True,shipping_disruption
2026-06-24,20818,20818,14063,785,1358,69140.06,67143.75,0.0388,88.08,0,0.0422,0.016,2,6,2,False,True,shipping_disruption
2026-06-25,22817,22817,13217,1034,1744,91376.14,87778.96,0.0479,88.37,0,0.0404,0.0148,3,6,2,False,True,shipping_disruption
2026-06-26,23483,23483,15496,941,1795,83386.96,78690.4,0.041,88.62,0,0.0411,0.0123,4,6,2,False,True,shipping_disruption
2026-06-27,26270,26270,16363,950,1639,78957.23,77001.66,0.0376,83.11,0,0.0424,0.0184,5,6,2,True,True,shipping_disruption
2026-06-28,23312,23312,14893,876,1549,82513.48,78895.48,0.0377,94.19,0,0.0399,0.0113,6,6,2,True,True,shipping_disruption
2026-06-29,18666,18666,10779,743,1351,62018.71,58806.9,0.0402,83.47,0,0.035,0.014,0,6,2,False,False,normal
2026-06-30,19454,19454,12705,904,1502,79836.61,76342.42,0.0458,88.31,0,0.0339,0.0164,1,6,2,False,False,normal
2026-07-01,20246,20246,13041,944,1674,84271.35,82941.3,0.0419,89.27,0,0.0326,0.0155,2,7,3,False,False,normal
2026-07-02,22158,22158,13735,951,1696,90775.87,88755.17,0.0434,95.45,0,0.0414,0.0192,3,7,3,False,False,normal
2026-07-03,22659,22659,14464,936,1463,78863.93,76931.71,0.0428,84.26,0,0.0367,0.0189,4,7,3,False,False,normal
2026-07-04,25208,25208,15300,1102,1962,90813.0,89026.91,0.0452,82.41,0,0.0335,0.0207,5,7,3,True,False,normal
2026-07-05,22704,22704,13676,854,1490,66407.21,65200.0,0.0405,77.76,0,0.0356,0.0203,6,7,3,True,False,normal
2026-07-06,18230,18230,11126,711,1255,67216.53,65669.1,0.0398,94.54,0,0.0309,0.0214,0,7,3,False,False,normal
2026-07-07,18498,18498,10598,809,1419,71449.07,69385.77,0.0437,88.32,0,0.0333,0.018,1,7,3,False,False,normal
2026-07-08,20431,20431,13035,877,1562,77607.34,75503.31,0.0448,88.49,0,0.0337,0.0189,2,7,3,False,False,normal
2026-07-09,22478,22478,14740,1020,1949,105204.71,102746.43,0.044,103.14,0,0.03,0.0195,3,7,3,False,False,normal
2026-07-10,23140,23140,13979,870,1399,76375.34,72879.35,0.0406,87.79,0,0.0365,0.0184,4,7,3,False,False,normal
2026-07-11,25258,25258,16127,1165,1991,91845.38,89511.9,0.045,78.84,0,0.033,0.0168,5,7,3,True,False,normal
2026-07-12,22784,22784,14188,889,1627,75496.13,74346.8,0.0408,84.92,0,0.0336,0.017,6,7,3,True,False,normal
2026-07-13,17986,17986,11386,741,1340,59753.27,57601.79,0.0414,80.64,0,0.0327,0.0155,0,7,3,False,False,normal
2026-07-14,18765,18765,11342,753,1359,63118.51,59864.68,0.0402,83.82,0,0.0468,0.0193,1,7,3,False,False,normal
2026-07-15,20257,20257,12049,946,1968,79261.33,77149.98,0.0469,83.79,0,0.0323,0.0177,2,7,3,False,False,normal
2026-07-16,22482,22482,14549,991,1807,82026.42,79217.07,0.0449,82.77,0,0.0267,0.016,3,7,3,False,False,normal
2026-07-17,23089,23089,13976,1008,1901,78963.64,75454.28,0.0448,78.34,0,0.0286,0.016,4,7,3,False,False,normal
2026-07-18,25645,25645,17079,1190,2039,112762.92,109564.07,0.0467,94.76,0,0.038,0.0144,5,7,3,True,False,normal
2026-07-19,23082,23082,14211,1151,1877,100877.86,96379.45,0.0514,87.64,0,0.0403,0.0209,6,7,3,True,False,normal
2026-07-20,18094,18094,10793,676,1158,57297.69,55466.06,0.0379,84.76,0,0.0323,0.0182,0,7,3,False,False,normal
2026-07-21,18632,18632,12123,766,1406,69067.93,65717.59,0.0408,90.17,0,0.0401,0.0154,1,7,3,False,False,normal
2026-07-22,20909,20909,12992,833,1498,73796.19,72207.34,0.0412,88.59,0,0.038,0.0204,2,7,3,False,False,normal
2026-07-23,22627,22627,14577,840,1511,73513.69,71806.95,0.0404,87.52,0,0.0342,0.0163,3,7,3,False,False,normal
2026-07-24,23158,23158,15069,909,1567,81598.65,78599.0,0.0398,89.77,0,0.034,0.0138,4,7,3,False,False,normal
2026-07-25,26083,26083,15978,1096,1869,95063.36,90546.46,0.0421,86.74,0,0.0357,0.0211,5,7,3,True,False,normal
2026-07-26,23211,23211,14449,933,1613,83677.24,80125.26,0.0394,89.69,0,0.0385,0.0164,6,7,3,True,False,normal
2026-07-27,18356,18356,11297,780,1433,70310.85,68279.88,0.044,90.14,0,0.0366,0.0168,0,7,3,False,False,normal
2026-07-28,18858,18858,11013,806,1492,70037.33,67954.84,0.0432,86.89,0,0.0323,0.0181,1,7,3,False,False,normal
2026-07-29,20865,20865,12614,912,1486,77326.5,74777.6,0.0444,84.79,0,0.0343,0.0214,2,7,3,False,False,normal
2026-07-30,22749,22749,14757,963,1773,90923.75,87221.96,0.0445,94.42,0,0.0429,0.0181,3,7,3,False,False,normal
2026-07-31,23080,23080,14477,983,1643,81954.23,79724.33,0.0448,83.37,0,0.036,0.0144,4,7,3,False,False,normal
2026-08-01,25006,25006,14907,1042,1882,91854.62,88280.53,0.0419,88.15,0,0.0385,0.0196,5,8,3,True,False,normal
2026-08-02,22320,22320,12943,1072,1851,94632.4,91543.42,0.0494,88.28,0,0.0372,0.0165,6,8,3,True,False,normal
2026-08-03,17465,17465,11631,548,1062,42030.19,38432.38,0.0335,76.7,0,0.048,0.0959,0,8,3,False,True,failed_deployment
2026-08-04,17870,17870,11117,490,833,37047.42,37153.12,0.0272,75.61,0,0.0473,0.0902,1,8,3,False,True,failed_deployment
2026-08-05,20079,20079,12070,819,1451,68840.07,65913.9,0.04,84.05,0,0.0386,0.0113,2,8,3,False,False,normal
2026-08-06,22061,22061,13569,799,1456,66550.95,64223.78,0.0378,83.29,0,0.0379,0.0191,3,8,3,False,False,normal
2026-08-07,22539,22539,12871,902,1484,70338.21,68340.27,0.0431,77.98,0,0.0361,0.0238,4,8,3,False,False,normal
2026-08-08,25157,25157,16196,1016,1769,83735.45,80646.82,0.0426,82.42,0,0.0322,0.0227,5,8,3,True,False,normal
2026-08-09,22579,22579,13786,887,1524,77580.77,74753.23,0.0416,87.46,0,0.0365,0.0235,6,8,3,True,False,normal
2026-08-10,17773,17773,11591,916,1547,85153.82,82192.16,0.049,92.96,0,0.0347,0.0149,0,8,3,False,False,normal
2026-08-11,18273,18273,11407,804,1365,71595.52,68309.62,0.0446,89.05,0,0.0338,0.0207,1,8,3,False,False,normal
2026-08-12,20137,20137,13351,933,1757,66898.49,64256.88,0.0452,71.7,0,0.0457,0.0158,2,8,3,False,False,normal
2026-08-13,22278,22278,13965,901,1512,80663.98,76770.56,0.0402,89.53,0,0.0288,0.0187,3,8,3,False,False,normal
2026-08-14,22654,22654,14553,904,1643,74968.87,73722.6,0.04,82.93,0,0.0388,0.0142,4,8,3,False,False,normal
2026-08-15,25022,25022,16031,1025,1832,90704.24,88595.9,0.0431,88.49,0,0.0315,0.0161,5,8,3,True,False,normal
2026-08-16,22910,22910,14623,1027,1625,88242.16,85714.54,0.0435,85.92,0,0.0355,0.016,6,8,3,True,False,normal
2026-08-17,17737,17737,11104,638,1156,54191.86,50088.55,0.0374,84.94,0,0.0453,0.0207,0,8,3,False,False,normal
2026-08-18,18417,18417,11324,718,1135,61344.27,58680.46,0.0425,85.44,0,0.0312,0.0204,1,8,3,False,False,normal
2026-08-19,20318,20318,13445,851,1553,73081.04,72054.69,0.043,85.88,0,0.0321,0.0188,2,8,3,False,False,normal
2026-08-20,22240,22240,13271,917,1549,85642.51,86594.7,0.0424,93.39,0,0.0349,0.0139,3,8,3,False,False,normal
2026-08-21,22905,22905,14425,905,1585,77732.14,76409.9,0.0406,85.89,0,0.0316,0.0171,4,8,3,False,False,normal
2026-08-22,25219,25219,15418,1012,1614,93074.09,90472.47,0.0414,91.97,0,0.0385,0.0158,5,8,3,True,False,normal
2026-08-23,23033,23033,14707,942,1662,85881.65,83558.15,0.0425,91.17,0,0.0329,0.0206,6,8,3,True,False,normal
2026-08-24,18046,18046,10980,725,1349,65009.84,61759.31,0.0433,89.67,0,0.0376,0.0215,0,8,3,False,False,normal
2026-08-25,18603,18603,11389,861,1423,65585.47,64584.09,0.0448,76.17,0,0.0297,0.0212,1,8,3,False,False,normal
2026-08-26,20531,20531,12492,919,1541,84678.02,81280.14,0.0462,92.14,0,0.0278,0.0157,2,8,3,False,False,normal
2026-08-27,22449,22449,13050,923,1666,77053.46,73277.11,0.0421,83.48,0,0.0341,0.0098,3,8,3,False,False,normal
2026-08-28,22875,22875,14010,946,1710,85079.93,81426.07,0.0416,89.94,0,0.0287,0.0127,4,8,3,False,False,normal
2026-08-29,25319,25319,14981,1103,1608,88958.13,86231.28,0.0443,80.65,0,0.0411,0.0223,5,8,3,True,False,normal
2026-08-30,22808,22808,13059,991,1974,78766.75,76437.36,0.0448,79.48,0,0.0289,0.0168,6,8,3,True,False,normal
2026-08-31,17930,17930,11354,736,1335,71296.42,69192.8,0.0417,96.87,0,0.0308,0.0157,0,8,3,False,False,normal
2026-09-01,18024,18024,11366,785,1439,63378.23,61040.5,0.0454,80.74,0,0.0367,0.0229,1,9,3,False,False,normal
2026-09-02,20008,20008,12709,856,1483,79011.87,75362.34,0.0459,92.3,0,0.0327,0.0218,2,9,3,False,False,normal
2026-09-03,21892,21892,13712,1022,1561,88557.64,85358.79,0.0469,86.65,0,0.0289,0.0181,3,9,3,False,False,normal
2026-09-04,22286,22286,12761,1139,2085,95322.16,90618.66,0.0483,83.69,0,0.0432,0.0171,4,9,3,False,False,normal
2026-09-05,24836,24836,14479,963,1620,82580.56,78686.1,0.0404,85.75,0,0.031,0.0176,5,9,3,True,False,normal
2026-09-06,22763,22763,15147,973,1766,76715.19,73611.39,0.043,78.84,0,0.0342,0.0187,6,9,3,True,False,normal
2026-09-07,17763,17763,10594,733,1264,62982.55,59803.62,0.043,85.92,0,0.0342,0.0228,0,9,3,False,False,normal
2026-09-08,18368,18368,11567,744,1323,59553.43,57848.64,0.0427,80.04,0,0.0378,0.0193,1,9,3,False,False,normal
2026-09-09,19727,19727,12006,620,1027,51971.54,42039.94,0.0339,83.83,104,0.044,0.0202,2,9,3,False,True,inventory_shortage
2026-09-10,21095,21095,12893,703,1303,64035.67,49656.19,0.0313,91.09,148,0.0389,0.0215,3,9,3,False,True,inventory_shortage
2026-09-11,21927,21927,13359,782,1257,68345.27,52901.05,0.0361,87.4,157,0.0409,0.0145,4,9,3,False,True,inventory_shortage
2026-09-12,24223,24223,15523,780,1575,60721.49,49772.94,0.0335,77.85,146,0.0413,0.0203,5,9,3,True,True,inventory_shortage
2026-09-13,21857,21857,13601,803,1621,72818.6,57695.33,0.0361,90.68,138,0.0452,0.0171,6,9,3,True,True,inventory_shortage
2026-09-14,17225,17225,10387,561,1092,48224.09,38881.43,0.0334,85.96,84,0.0375,0.0105,0,9,3,False,True,inventory_shortage
2026-09-15,17579,17579,10462,572,1089,47486.29,34990.13,0.0325,83.02,145,0.0503,0.0116,1,9,3,False,True,inventory_shortage
2026-09-16,19953,19953,12661,737,1282,66408.65,53550.19,0.0365,90.11,143,0.0392,0.0149,2,9,3,False,True,inventory_shortage
2026-09-17,21599,21599,12480,807,1525,68659.85,56918.85,0.0363,85.08,122,0.0422,0.0196,3,9,3,False,True,inventory_shortage
2026-09-18,21688,21688,13830,812,1412,64626.16,53480.19,0.0375,79.59,107,0.0376,0.0183,4,9,3,False,True,inventory_shortage
2026-09-19,24359,24359,16699,1021,1596,98182.38,79740.26,0.0424,96.16,178,0.037,0.0186,5,9,3,True,True,inventory_shortage
2026-09-20,22170,22170,14654,819,1581,70356.13,58427.29,0.0366,85.9,120,0.0387,0.0239,6,9,3,True,True,inventory_shortage
2026-09-21,17419,17419,11243,640,1207,54753.52,43844.65,0.0373,85.55,109,0.0383,0.0142,0,9,3,False,True,inventory_shortage
2026-09-22,17791,17791,11074,543,948,45488.15,32242.51,0.0326,83.77,151,0.0405,0.0179,1,9,3,False,True,inventory_shortage
2026-09-23,19610,19610,11277,655,1050,60580.83,48614.52,0.0319,92.49,130,0.0383,0.0189,2,9,3,False,True,inventory_shortage
2026-09-24,21954,21954,12846,1053,1769,87518.17,85224.65,0.0477,83.11,0,0.0378,0.0158,3,9,3,False,False,normal
2026-09-25,22812,22812,14702,919,1407,71224.9,67963.12,0.0402,77.5,0,0.0319,0.0181,4,9,3,False,False,normal
2026-09-26,25525,25525,15341,1024,1908,84241.69,81308.73,0.0399,82.27,0,0.0314,0.0132,5,9,3,True,False,normal
